,Max_Diameter,Relative_Velocity,Miss_Distance,Categorized_Diameter,Categorized_Relative_Vel,Categorised_Miss_Distance,Hazardous,IsLarge,Norm
82077,0.3664713084,25739.1187801767,49149248.95932664,Large,Slow,Medium,False,1,0.46
19042,0.0651688382,64503.4277620962,59067014.88520304,Small,Fast,More,False,0,0.48
77144,0.2060819612,70194.3517033121,66269980.93142337,Small,Fast,More,False,0,0.48
63980,0.0517654482,61394.2284032316,52180180.95775965,Small,Fast,More,False,0,0.48
14775,0.0622357573,25834.7762630125,49278144.3690518,Small,Slow,Medium,False,0,0.46
3552,0.7835017643,73638.5905329116,65505192.7578879,Large,Fast,More,False,1,0.48
28502,0.0494356193,26821.8631028478,70096858.39032912,Small,Slow,More,False,0,0.46
55071,0.1836707413,35154.4436599695,72005488.70764497,Small,Slow,More,False,0,0.46
90319,0.0711278987,20066.7906579779,17638483.01946899,Small,Slow,Less,False,0,0.46
2310,0.0714562102,73702.2678617131,39622429.83988289,Small,Fast,Medium,False,0,0.48
1285,0.1185877909,25011.7417525297,7061064.388240361,Small,Slow,Less,False,0,0.46
24232,0.6638041738,80650.5594513764,30110268.85829407,Large,Fast,Medium,False,1,0.48
33611,0.3420109247,83141.194739463,72287842.28560655,Large,Fast,More,False,1,0.48
35925,0.010617933,4227.1393711036,12959730.602664268,Small,Slow,Less,False,0,0.46
88992,0.0527278398,47129.8059512312,2376948.199645938,Small,Slow,Less,False,0,0.46
36374,0.0809170384,50631.3147495416,16227301.792668097,Small,Fast,Less,False,0,0.48
11406,0.2060819612,31516.5442592651,27575375.99045127,Small,Slow,Medium,False,0,0.46
12883,0.0682401509,39381.0152138626,16178237.027340598,Small,Slow,Less,False,0,0.46
11465,0.0899580388,20714.8474264497,38053759.97903204,Small,Slow,Medium,False,0,0.46
22722,0.4446721997,58283.0844833905,7462615.888481581,Large,Fast,Less,True,1,0.47
15278,0.1132504611,47698.4929580622,8759022.71226001,Small,Slow,Less,False,0,0.46
68121,0.1241766613,17340.3125681267,27912887.6195431,Small,Slow,Medium,False,0,0.46
22348,0.0986370281,54212.8526942098,27558666.26740716,Small,Fast,Medium,False,0,0.48
28543,1.3868834919,98062.8059454548,61718683.16221764,Large,Fast,More,False,1,0.48
34141,0.0859092601,37345.770557456,31292324.82053957,Small,Slow,Medium,False,0,0.46
74126,0.0136157002,16808.3667777758,51938727.99096819,Small,Slow,More,False,0,0.46
24761,0.1032856481,40890.9416591426,50508084.021441154,Small,Slow,More,False,0,0.46
15862,0.3926810818,13026.2742490822,42846510.67014988,Large,Slow,Medium,False,1,0.46
72890,0.0899580388,36125.6226339535,7384183.251138855,Small,Slow,Less,False,0,0.46
42441,0.0986370281,11516.3401974505,14947232.342835352,Small,Slow,Less,False,0,0.46
5767,0.5675968529,4905.1352174098,49217078.17444269,Large,Slow,Medium,False,1,0.46
68763,0.0714562102,23211.5029412105,49860520.52940065,Small,Slow,Medium,False,0,0.46
86957,0.0748238376,30618.4524836513,63071301.01165389,Small,Slow,More,False,0,0.46
72359,0.0225964377,5996.4897883692,5256765.375757581,Small,Slow,Less,False,0,0.46
85959,0.06194981,54713.1080818714,8031049.15335176,Small,Fast,Less,False,0,0.48
41830,0.0501233372,24590.5178107503,16541371.989043048,Small,Slow,Less,False,0,0.46
38258,0.4721064988,52386.4197503734,40561110.29327042,Large,Fast,Medium,False,1,0.48
80394,0.0215794305,82624.4805255736,58228857.124476254,Small,Fast,More,False,0,0.48
14569,0.7727517171,47402.0243577058,62087210.573621474,Large,Slow,More,True,1,0.45
32780,0.5675968529,65384.0967265016,20982735.25023508,Large,Fast,Less,True,1,0.47
71894,0.0375007522,35252.4362075213,35760369.98383013,Small,Slow,Medium,False,0,0.46
73163,0.3266178974,57344.2355799864,12513028.326007508,Large,Fast,Less,False,1,0.48
32914,0.4305662442,28318.6850687121,1651636.944271357,Large,Slow,Less,True,1,0.45
76257,0.1879489824,11754.6829320475,42698581.13055591,Small,Slow,Medium,False,0,0.46
40927,0.0426618789,42867.0614664454,40787060.58239165,Small,Slow,Medium,False,0,0.46
90157,0.6638041738,60883.8981739834,16608898.896783412,Large,Fast,Less,False,1,0.48
6162,0.2157943048,66316.9581605441,34083815.46481945,Small,Fast,Medium,False,0,0.48
75813,0.0411187571,12286.7393319605,10638307.163407318,Small,Slow,Less,False,0,0.46
68612,0.9818383215,64008.6090608531,39939572.49227168,Large,Fast,Medium,True,1,0.47
90187,0.0977327184,50964.6081956123,52091177.615244426,Small,Fast,More,False,0,0.48
69288,0.1492931834,57716.7802763843,19735245.08989285,Small,Fast,Less,False,0,0.48
61973,0.1185877909,93427.6951095026,5200774.857360136,Small,Fast,Less,False,0,0.48
66343,0.0663804174,37427.3107628476,37503774.22590304,Small,Slow,Medium,False,0,0.46
5456,0.1563291544,29864.6985802051,41566627.4397457,Small,Slow,Medium,False,0,0.46
63509,0.0358129403,34209.8551965796,41233263.26200175,Small,Slow,Medium,False,0,0.46
41646,0.0494356193,39587.8946349265,32402006.33558481,Small,Slow,Medium,False,0,0.46
41494,0.1086525639,33406.4372930027,5945698.064376403,Small,Slow,Less,False,0,0.46
29606,0.2716689341,15070.0638052145,39523122.92911162,Small,Slow,Medium,False,0,0.46
16514,0.0494356193,30807.0217704307,13400775.596510388,Small,Slow,Less,False,0,0.46
16155,0.0179489885,25068.5359588338,59487596.59584888,Small,Slow,More,False,0,0.46
42464,0.0392681082,35921.391043049,42986008.75411236,Small,Slow,Medium,False,0,0.46
43451,0.1185877909,15291.7015025623,28903460.611995805,Small,Slow,Medium,False,0,0.46
64764,0.2716689341,48260.8407727523,51237375.46278517,Small,Fast,More,True,0,0.47
57722,0.0542050786,84707.2803604889,1927977.884641894,Small,Fast,Less,False,0,0.48
82596,0.0358129403,45748.6748709091,8465233.304643726,Small,Slow,Less,False,0,0.46
5170,0.0820427065,32869.055199134,34620832.099884965,Small,Slow,Medium,False,0,0.46
26382,0.2716689341,65889.5920586039,3256991.000326374,Small,Fast,Less,True,0,0.47
82050,0.1714115092,35166.1783630473,40835017.9195669,Small,Slow,Medium,False,0,0.46
61223,0.3926810818,24567.801396598,22958111.61928926,Large,Slow,Less,False,1,0.46
73961,0.0342010925,51900.9320786591,281161.312857251,Small,Fast,Less,False,0,0.48
85198,0.0517654482,38293.4543308628,29878675.124165174,Small,Slow,Medium,False,0,0.46
11946,0.0259441818,54261.5409706295,15226581.59165308,Small,Fast,Less,False,0,0.48
26132,0.0748238376,30715.7929785658,43205891.60794276,Small,Slow,Medium,False,0,0.46
57487,0.0529712204,32948.0679559335,3169770.939220487,Small,Slow,Less,False,0,0.46
74192,0.0809170384,15592.7847697734,22620921.894894093,Small,Slow,Less,False,0,0.46
7643,0.3404395273,43510.970752339,49644622.99274661,Large,Slow,Medium,True,1,0.45
19737,0.0259441818,17826.738140334,40206817.852226645,Small,Slow,Medium,False,0,0.46
70876,0.0326617897,80803.613914434,2184728.385544451,Small,Fast,Less,False,0,0.48
64363,0.0748238376,55534.9006996682,41526961.28027925,Small,Fast,Medium,False,0,0.48
29045,0.2594418179,59083.5121049156,18880179.074788675,Small,Fast,Less,False,0,0.48
2442,0.0920534307,43021.8591676085,5165551.859351192,Small,Slow,Less,False,0,0.46
8794,0.3148038092,27175.6430081853,64847636.84620117,Large,Slow,More,True,1,0.45
50878,0.0682401509,21092.9316060091,15827468.483802976,Small,Slow,Less,False,0,0.46
17316,0.0567596853,15106.5013458537,71822656.86299598,Small,Slow,More,False,0,0.46
11124,0.3266178974,37179.4636547323,55187576.31939132,Large,Slow,More,False,1,0.46
33958,0.0820427065,23499.7696438836,70031697.55242024,Small,Slow,More,False,0,0.46
84673,0.0663804174,32949.0638058976,844025.602539449,Small,Slow,Less,False,0,0.46
45450,0.0682401509,10366.9278697556,26316473.42748077,Small,Slow,Medium,False,0,0.46
52290,0.2477650126,54542.573554235,29462925.76879544,Small,Fast,Medium,False,0,0.48
74351,0.0358129403,30368.5499440763,4022446.215804401,Small,Slow,Less,False,0,0.46
42637,0.2965104328,31451.2495455087,44303007.99397245,Large,Slow,Medium,False,1,0.46
32362,0.0567596853,63246.6115667111,20269781.25763568,Small,Fast,Less,False,0,0.48
53441,0.1081533507,27416.8104448556,63582422.74909537,Small,Slow,More,False,0,0.46
19901,0.0494356193,37260.7658252507,49969096.91315157,Small,Slow,Medium,False,0,0.46
90306,0.0559809132,47816.4915772294,48940573.21496749,Small,Slow,Medium,False,0,0.46
82898,0.0820427065,31619.1737331838,11233428.77804422,Small,Slow,Less,False,0,0.46
63415,0.1361570015,26825.5719248032,25528111.995585363,Small,Slow,Medium,False,0,0.46
44843,0.1714115092,46192.270656186,19984466.43471681,Small,Slow,Less,False,0,0.46
52100,0.1794898848,32139.4686092285,10970502.8321887,Small,Slow,Less,False,0,0.46
39838,1.1325046106,61807.9560755605,8963474.12692588,Large,Fast,Less,False,1,0.48
55306,0.0326617897,26690.0601675829,22472410.389666248,Small,Slow,Less,False,0,0.46
60492,0.4305662442,25995.306621521,71350752.56620988,Large,Slow,More,False,1,0.46
38293,0.1737960809,18070.0472802196,17820546.185382567,Small,Slow,Less,False,0,0.46
45938,0.0179489885,53338.0965707146,62629579.62599836,Small,Fast,More,False,0,0.48
48682,0.0258249791,33620.9359323391,45990064.89680839,Small,Slow,Medium,False,0,0.46
19224,0.0450858206,78585.9886663103,73241323.78769423,Small,Fast,More,False,0,0.48
59069,0.1425738833,40041.562289665,13351136.988713356,Small,Slow,Less,False,0,0.46
35149,0.130028927,23079.9599428349,67315160.25806178,Small,Slow,More,False,0,0.46
81049,0.0714562102,24754.6968182103,55223857.69241094,Small,Slow,More,False,0,0.46
30046,0.0748238376,38765.4887862554,20502279.550245315,Small,Slow,Less,False,0,0.46
3977,0.0542050786,50143.6501965094,51866479.62485276,Small,Fast,More,False,0,0.48
22042,0.1132504611,67037.6810576506,22515224.19303601,Small,Fast,Less,False,0,0.48
81550,1.0617932956,66363.3942877922,24038199.47425408,Large,Fast,Less,False,1,0.48
80635,0.8590926012,74497.3297329427,63351642.45338461,Large,Fast,More,False,1,0.48
85798,0.0446724713,47748.6398884518,39886758.19097072,Small,Slow,Medium,False,0,0.46
68613,0.3420109247,18129.4048235591,40274941.251554064,Large,Slow,Medium,False,1,0.46
47555,0.358129403,22988.830318613,71696351.30655605,Large,Slow,More,False,1,0.46
73746,0.0187948982,60759.2004145276,64881877.06100315,Small,Fast,More,False,0,0.48
78590,0.0297879063,66063.2618002936,72863327.33975214,Small,Fast,More,False,0,0.48
47644,0.3420109247,51421.3264496243,34893292.98014046,Large,Fast,Medium,True,1,0.47
82101,0.0820427065,48774.1753070258,69505596.23618056,Small,Fast,More,False,0,0.48
46568,0.0196806745,20754.7494728081,63654546.03643171,Small,Slow,More,False,0,0.46
18436,0.016369672,76143.3179988838,330109.780800612,Small,Fast,Less,False,0,0.48
62377,0.3420109247,32034.9358691616,27294294.60773596,Large,Slow,Medium,False,1,0.46
31660,0.0392681082,28961.6374099598,44257842.51208629,Small,Slow,Medium,False,0,0.46
70219,0.008590926,25614.4853893018,1134034.043669778,Small,Slow,Less,False,0,0.46
20090,0.0196806745,29755.4300588959,27983148.817312177,Small,Slow,Medium,False,0,0.46
75123,0.4365560173,98139.5828933886,65923234.2219022,Large,Fast,More,True,1,0.47
77245,0.0326617897,25476.594173851,7394719.937755713,Small,Slow,Less,False,0,0.46
37600,0.0311917671,50643.7394214265,9832973.59884403,Small,Fast,Less,False,0,0.48
31459,0.0907904103,24791.9324452712,35306414.1253311,Small,Slow,Medium,False,0,0.46
24040,0.1636967205,51884.0821135156,72501426.85967295,Small,Fast,More,False,0,0.48
51341,0.0567596853,32748.2341356176,4260990.356732218,Small,Slow,Less,False,0,0.46
4464,0.0271668934,53508.6081155592,58147769.229659535,Small,Fast,More,False,0,0.48
24627,0.0986370281,30389.8163647913,58249963.21476416,Small,Slow,More,False,0,0.46
28545,0.2594418179,44312.5891394773,34651651.609791525,Small,Slow,Medium,True,0,0.45
46305,0.0542050786,68943.3581363332,68201467.42466912,Small,Fast,More,False,0,0.48
57432,0.0701519874,9035.4391125897,17902136.60936419,Small,Slow,Less,False,0,0.46
604,0.320656449,95312.9789560649,62645311.71200223,Large,Fast,More,True,1,0.47
78899,0.0383742569,45692.8902144774,54744527.43215697,Small,Slow,More,False,0,0.46
2990,0.2157943048,27575.3820890964,16588128.668673469,Small,Slow,Less,False,0,0.46
27969,0.0679266159,17018.7093088601,16270438.12904558,Small,Slow,Less,False,0,0.46
85996,0.0835679943,33126.1671508596,47532933.164226726,Small,Slow,Medium,False,0,0.46
88408,0.0015277067,70539.5034420685,72545279.63520963,Small,Fast,More,False,0,0.48
39283,0.4036825521,86597.67524107,66945295.20234356,Large,Fast,More,False,1,0.48
73236,0.1091540813,37062.0451574114,58538420.20630428,Small,Slow,More,False,0,0.46
33553,0.1879489824,62262.2895680984,54178464.66521524,Small,Fast,More,False,0,0.48
12022,0.0297879063,51604.9654377845,61703900.34949785,Small,Fast,More,False,0,0.48
71594,0.0130028927,75154.852934433,49058457.27899407,Small,Fast,Medium,False,0,0.48
79021,0.1778443116,24503.2174773849,3607885.819426064,Small,Slow,Less,False,0,0.46
3142,0.4188321187,33210.9725465037,33782595.949874304,Large,Slow,Medium,True,1,0.45
50725,0.2844722965,94904.3834384656,47788103.71714485,Small,Fast,Medium,False,0,0.48
28924,0.2477650126,31704.8137725126,36247928.037175365,Small,Slow,Medium,False,0,0.46
53918,0.0986370281,36391.6224784883,74576186.97296442,Small,Slow,More,False,0,0.46
45973,0.0342010925,16861.9834252593,27903026.083073337,Small,Slow,Medium,False,0,0.46
34962,0.0396314515,45753.5007937991,33279524.35805347,Small,Slow,Medium,False,0,0.46
79009,0.0510551996,42699.5062444634,51811341.00648581,Small,Slow,More,False,0,0.46
62314,0.0714562102,80490.3343151278,70266972.97988856,Small,Fast,More,False,0,0.48
85255,1.2360612132,114677.5570966768,69738469.48089157,Large,Fast,More,False,1,0.48
70786,0.3404395273,54144.1258465964,34202980.43068833,Large,Fast,Medium,False,1,0.48
77446,0.0392681082,11422.8178928316,2776022.852832929,Small,Slow,Less,False,0,0.46
68099,0.0284472297,49543.116330488,979111.372125211,Small,Fast,Less,False,0,0.48
62292,0.1425738833,59724.5880287606,17792249.07508165,Small,Fast,Less,False,0,0.48
4167,0.0986370281,18877.3784400843,37581370.83554927,Small,Slow,Medium,False,0,0.46
49876,0.0284472297,17457.5876096655,3131403.738059244,Small,Slow,Less,False,0,0.46
27717,0.0130028927,48767.7939497064,33464021.346673865,Small,Fast,Medium,False,0,0.48
52378,0.1132504611,57031.8495999912,34594456.005752295,Small,Fast,Medium,False,0,0.48
86347,0.0651688382,31921.3182375278,48016325.59008288,Small,Slow,Medium,False,0,0.46
11682,0.0517654482,87011.4152593696,52318544.68595328,Small,Fast,More,False,0,0.48
45684,0.2344444622,33764.8019388369,49790396.647516444,Small,Slow,Medium,False,0,0.46
7226,0.0594346868,43426.8844655378,7039712.703129297,Small,Slow,Less,False,0,0.46
17939,0.1185877909,53836.5888632005,45855633.73758218,Small,Fast,Medium,False,0,0.48
37281,1.2303820278,64185.8059943154,72871670.8168763,Large,Fast,More,False,1,0.48
67214,0.2667104172,35733.4479139786,53240858.86308664,Small,Slow,More,False,0,0.46
6455,0.4943561926,38316.5129500996,11630272.403396964,Large,Slow,Less,False,1,0.46
60910,1.5632915441,46980.9670726055,67778957.48723769,Large,Slow,More,False,1,0.46
8398,0.1241766613,30161.3575178949,5427269.548090081,Small,Slow,Less,False,0,0.46
68281,0.0651688382,36207.5327531892,45498580.39304862,Small,Slow,Medium,False,0,0.46
44077,0.0342010925,20877.1672432874,2397516.006877989,Small,Slow,Less,False,0,0.46
48001,0.0358129403,24428.7567209062,42939277.56595898,Small,Slow,Medium,False,0,0.46
21320,0.1675097069,53334.4372358465,51485881.72979053,Small,Fast,More,False,0,0.48
71854,0.2259643771,28722.5912147403,34295757.52907217,Small,Slow,Medium,False,0,0.46
83637,0.0787118244,37173.8538093179,51952692.96709248,Small,Slow,More,False,0,0.46
65655,0.1862258558,82311.5760687461,49929828.803697616,Small,Fast,Medium,False,0,0.48
37981,0.2844722965,76240.5675297808,57598546.87446116,Small,Fast,More,True,0,0.47
71554,0.1361570015,40296.716489614,73890858.90486239,Small,Slow,More,False,0,0.46
27353,0.0297879063,95044.6013480402,62123110.501992166,Small,Fast,More,False,0,0.48
38275,0.0124176661,24801.3225843197,16418209.917685635,Small,Slow,Less,False,0,0.46
85257,0.2259643771,36199.3280198238,13443623.70267174,Small,Slow,Less,False,0,0.46
11098,0.0430566244,30634.9539631441,32828171.592251167,Small,Slow,Medium,False,0,0.46
79761,0.0311917671,77590.0785611768,2199531.94748881,Small,Fast,Less,False,0,0.48
76860,0.1968067451,33364.2296965662,61071619.64121847,Small,Slow,More,False,0,0.46
16596,0.2594418179,33759.8766660821,14275233.98350266,Small,Slow,Less,True,0,0.45
59861,0.0196806745,27595.4380976039,446978.53904329,Small,Slow,Less,False,0,0.46
73717,0.0542050786,27406.8891556717,555592.038025758,Small,Slow,Less,False,0,0.46
15911,0.3926810818,21954.3982244436,37191444.01731384,Large,Slow,Medium,False,1,0.46
22795,0.1563291544,61514.7713002483,61656128.78295757,Small,Fast,More,False,0,0.48
66437,0.1425738833,80837.817435176,10537468.101171091,Small,Fast,Less,False,0,0.48
445,0.4721064988,65041.4904213928,74774041.64515582,Large,Fast,More,False,1,0.48
34003,0.3266178974,48518.9840283304,46017727.36806541,Large,Fast,Medium,False,1,0.48
18367,0.0714562102,32865.6902164073,3999124.76057926,Small,Slow,Less,False,0,0.46
41245,0.0066994628,27313.3238459297,44026601.06598145,Small,Slow,Medium,False,0,0.46
835,1.1588840318,60382.6667275079,35238548.85712837,Large,Fast,Medium,False,1,0.48
78728,0.2301653685,58701.9000863221,69192697.10689177,Small,Fast,More,False,0,0.48
60729,0.2844722965,58417.9345812272,55532856.52099289,Small,Fast,More,False,0,0.48
45641,0.9863702813,84403.872758574,36140302.243169785,Large,Fast,Medium,True,1,0.47
26246,0.3119176705,74538.9397233875,17933251.230988897,Large,Fast,Less,False,1,0.48
46750,0.0215794305,28846.292722029,10571622.940468663,Small,Slow,Less,False,0,0.46
44009,0.0651688382,50954.3284307054,30013986.23302252,Small,Fast,Medium,False,0,0.48
58636,0.0651688382,17225.8031333527,15450101.678335944,Small,Slow,Less,False,0,0.46
71797,0.2477650126,38312.5674503473,43629041.958895855,Small,Slow,Medium,False,0,0.46
89302,0.0154184238,51328.8368497501,222599.012597275,Small,Fast,Less,False,0,0.48
51421,0.0748238376,61322.078744806,1305729.194564922,Small,Fast,Less,False,0,0.48
4805,0.0714562102,54792.8832702125,52695089.07712999,Small,Fast,More,False,0,0.48
86116,0.0648694146,46188.5833616076,13370295.389532777,Small,Slow,Less,False,0,0.46
60350,0.022286403,36510.6185111473,10665544.417678645,Small,Slow,Less,False,0,0.46
42094,1.4257388333,138895.530969334,66454583.80541616,Large,Fast,More,False,1,0.48
81742,0.0078350176,29895.2055039178,761014.881420261,Small,Slow,Less,False,0,0.46
488,0.1778443116,38205.8789449021,57291394.62214734,Small,Slow,More,False,0,0.46
77828,0.0542050786,44981.8910814859,25708071.78552717,Small,Slow,Medium,False,0,0.46
87687,0.0235526609,26027.0548924971,4954240.320200944,Small,Slow,Less,False,0,0.46
62547,0.6950883007,48063.6549179957,29686034.28181836,Large,Slow,Medium,False,1,0.46
62776,0.411187571,80917.3977804385,68572827.3371033,Large,Fast,More,False,1,0.48
79735,0.0941976306,32243.9625801405,28524696.293146808,Small,Slow,Medium,False,0,0.46
28659,0.1081533507,52509.0199068382,22392485.289173465,Small,Fast,Less,False,0,0.48
58175,0.2844722965,51180.9533118695,21852488.125985216,Small,Fast,Less,False,0,0.48
5818,0.8791034386,60780.4302937572,68708504.42218982,Large,Fast,More,True,1,0.47
21838,0.0899580388,54487.4382734184,6025428.193965213,Small,Fast,Less,False,0,0.48
4212,0.4786741544,79322.0614492313,52443723.77043212,Large,Fast,More,True,1,0.47
42218,0.2978790628,45592.8935144396,16115908.286547843,Large,Slow,Less,True,1,0.45
14489,0.0494356193,43626.2627430983,1853324.972122801,Small,Slow,Less,False,0,0.46
13534,0.0567596853,51991.584711898,22447213.05195024,Small,Fast,Less,False,0,0.48
18053,0.0651688382,58905.8077858132,74479958.44228266,Small,Fast,More,False,0,0.48
53583,0.1492931834,68529.0770080481,61881930.8505092,Small,Fast,More,False,0,0.48
71871,0.0594346868,63496.8953533973,53191756.09990017,Small,Fast,More,False,0,0.48
77771,0.0567596853,38675.4569385228,14138030.611187683,Small,Slow,Less,False,0,0.46
53860,0.1853702257,30018.656414142,42970632.63624015,Small,Slow,Medium,False,0,0.46
42411,0.0392681082,44040.846986716,50579992.501195945,Small,Slow,More,False,0,0.46
32866,0.2477650126,31673.3949107991,31659276.26326232,Small,Slow,Medium,False,0,0.46
81326,0.5176544822,56829.7250869583,62892873.8967696,Large,Fast,More,True,1,0.47
16896,0.5943468684,57221.2637416019,40447159.92019528,Large,Fast,Medium,True,1,0.47
1274,0.5675968529,103782.0799749481,33542357.328832783,Large,Fast,Medium,False,1,0.48
71348,0.0414992243,18340.8683754448,13472175.6529442,Small,Slow,Less,False,0,0.46
5210,0.1425738833,70979.804382807,63075759.671450734,Small,Fast,More,False,0,0.48
3010,0.0307638,33209.6270110766,61141774.3253041,Small,Slow,More,False,0,0.46
20607,0.4508582062,30575.9923852728,68931848.40226012,Large,Slow,More,False,1,0.46
43850,0.0179489885,22861.3439439629,2409037.526192631,Small,Slow,Less,False,0,0.46
72566,0.1968067451,27258.6735543969,23643208.07996895,Small,Slow,Less,False,0,0.46
60791,0.0748238376,44087.5087501018,31927031.18348208,Small,Slow,Medium,False,0,0.46
80712,0.0392681082,91205.2892322238,73771061.00536533,Small,Fast,More,False,0,0.48
45396,0.1330576898,50084.871167884,52405525.04639208,Small,Fast,More,False,0,0.48
33568,0.5943468684,77309.9578073034,39602767.66823624,Large,Fast,Medium,False,1,0.48
48921,0.4508582062,27637.0344140594,34700668.42900169,Large,Slow,Medium,False,1,0.46
17974,0.0187948982,39992.8408375939,49741639.88924349,Small,Slow,Medium,False,0,0.46
34208,0.1879489824,24643.4745894558,11268324.351195091,Small,Slow,Less,False,0,0.46
8139,0.4943561926,65222.0196881832,68174837.46295105,Large,Fast,More,False,1,0.48
28601,0.1241766613,22397.5107280524,15613145.360012185,Small,Slow,Less,False,0,0.46
22614,4.0741778073,58838.8339130825,64152693.67420064,Large,Fast,More,False,1,0.48
21919,0.2910985075,97897.3648021267,47276430.8461905,Large,Fast,Medium,True,1,0.47
13501,0.0859092601,24060.8311419376,68999519.97114077,Small,Slow,More,False,0,0.46
66444,0.0165211388,27232.132268112,19468864.89929945,Small,Slow,Less,False,0,0.46
10539,0.1828268509,66840.9197269568,72463905.32031102,Small,Fast,More,False,0,0.48
71863,0.0342010925,11930.9384577095,12027070.984831054,Small,Slow,Less,False,0,0.46
87054,0.0323623447,24846.5173828205,13747175.807445075,Small,Slow,Less,False,0,0.46
25956,1.3868834919,68212.4954779285,52962949.49376767,Large,Fast,More,True,1,0.47
58432,0.0494356193,43598.4309668948,52378075.33322576,Small,Slow,More,False,0,0.46
54391,0.016369672,32683.6227173229,1856293.278099554,Small,Slow,Less,False,0,0.46
13476,0.3266178974,61536.4458276712,38639093.9136676,Large,Fast,Medium,False,1,0.48
22955,0.0594346868,47111.713899966,6733655.537143451,Small,Slow,Less,False,0,0.46
59957,0.3750075218,98613.6656535886,66707669.98129201,Large,Fast,More,False,1,0.48
48403,0.4943561926,120480.7103764157,57580950.64939921,Large,Fast,More,True,1,0.47
88987,0.6310154296,81827.3745472784,32398162.61279239,Large,Fast,Medium,False,1,0.48
6365,0.7586474087,112555.0837001682,64934793.522689536,Large,Fast,More,False,1,0.48
90572,0.0411187571,91623.4274024874,73809663.29957926,Small,Fast,More,False,0,0.48
68827,0.1032856481,29838.1628523247,9011533.804003997,Small,Slow,Less,False,0,0.46
21682,0.0567596853,26093.4522236659,8615789.154523846,Small,Slow,Less,False,0,0.46
22938,0.0225964377,16085.8860311307,9172739.286892824,Small,Slow,Less,False,0,0.46
26090,0.1081533507,49206.4772851264,45228411.45688003,Small,Fast,Medium,False,0,0.48
51119,0.0769201245,49743.7599196112,56817787.841761485,Small,Fast,More,False,0,0.48
60317,0.0297879063,38237.4071666878,43774992.97690036,Small,Slow,Medium,False,0,0.46
35711,2.0139096308,65064.9664122516,47523601.48845272,Large,Fast,Medium,False,1,0.48
53877,0.0450858206,10136.1011710192,12716719.97797101,Small,Slow,Less,False,0,0.46
26909,0.0748238376,20068.5083161292,30352996.264299843,Small,Slow,Medium,False,0,0.46
43623,0.8318403423,92455.5641186876,67229477.70402461,Large,Fast,More,False,1,0.48
17291,0.130028927,25028.3682318902,24458903.34652056,Small,Slow,Less,False,0,0.46
65,0.0765667087,67031.1409579124,53359100.78017805,Small,Fast,More,False,0,0.48
67194,0.0859092601,34481.8471581232,27098928.98978496,Small,Slow,Medium,False,0,0.46
77115,0.2844722965,36619.5345981584,22057755.656871088,Small,Slow,Less,True,0,0.45
41407,0.0392681082,44579.0585189639,52470724.42071225,Small,Slow,More,False,0,0.46
5821,0.3420109247,75077.0108753148,60037152.01574504,Large,Fast,More,True,1,0.47
10270,0.0196806745,38659.2485036742,10431913.729032256,Small,Slow,Less,False,0,0.46
28712,0.3251172245,31105.0857088924,62593734.31581,Large,Slow,More,True,1,0.45
46779,0.5129085974,57342.4702171625,35151555.72103149,Large,Fast,Medium,False,1,0.48
11753,0.1132504611,75134.8431578311,48048696.6094188,Small,Fast,Medium,False,0,0.48
86138,0.0259441818,44163.6109721338,52281237.40066077,Small,Slow,More,False,0,0.46
75900,1.0328564805,116165.7154200348,32617355.581085507,Large,Fast,Medium,False,1,0.48
39301,0.2978790628,29700.7612226202,41934130.58445322,Large,Slow,Medium,False,1,0.46
53492,0.0130028927,28687.5201947978,11073390.113662032,Small,Slow,Less,False,0,0.46
59209,1.8881651553,69131.8866521837,61538767.87764216,Large,Fast,More,False,1,0.48
28211,0.4305662442,40403.2632462036,43331880.166496165,Large,Slow,Medium,False,1,0.46
84846,0.1452245297,20435.6108775373,28007020.538382538,Small,Slow,Medium,False,0,0.46
134,0.0986370281,57716.2171807441,39945539.143477485,Small,Fast,Medium,False,0,0.48
58804,0.1636967205,20996.2866799056,46187648.15358426,Small,Slow,Medium,False,0,0.46
74226,0.023661375,29125.8528524298,5282456.640760966,Small,Slow,Less,False,0,0.46
5854,0.358129403,41622.0794270888,71324793.8501345,Large,Slow,More,False,1,0.46
39791,0.0250057554,27429.259600273,72334317.75116095,Small,Slow,More,False,0,0.46
72097,0.0089133299,19773.0277998481,39182567.521917626,Small,Slow,Medium,False,0,0.46
60411,0.1729975604,62132.1902605937,42993184.70961987,Small,Fast,Medium,False,0,0.48
60689,0.0259441818,58150.631020536,56959254.15497998,Small,Fast,More,False,0,0.48
66911,0.0544552779,48611.8878382271,15794725.893277569,Small,Fast,Less,False,0,0.48
82231,0.1599705282,65378.5395227406,66607879.28596896,Small,Fast,More,False,0,0.48
1047,0.0714562102,74051.3321785861,45709588.63747723,Small,Fast,Medium,False,0,0.48
34245,0.1076564312,92803.6210915228,45600186.77267965,Small,Fast,Medium,False,0,0.48
83924,0.2779969165,43819.9176949366,12356088.596462157,Small,Slow,Less,True,0,0.45
11452,0.0304817558,76373.4803023541,32438796.999593057,Small,Fast,Medium,False,0,0.48
87594,0.3062245314,39661.8276650389,49110076.30827352,Large,Slow,Medium,False,1,0.46
21204,0.02884297,44301.970646523,28928233.24135888,Small,Slow,Medium,False,0,0.46
